p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.55753434907563e-28	0.402664503740149	0.226	0.006	8.72485299110798e-24	23	CR3L1-like
5.40626074196791e-28	0.469429640666648	0.226	0.011	1.32588544696763e-23	23	NvPrdm6-like
3.60201155071593e-26	0.283452442099407	0.298	0.059	8.83393332813081e-22	23	EDF1-like
3.93761973736178e-26	0.38581229721561	0.203	0.001	9.65701240587976e-22	23	COT2-like1
3.04632359597575e-23	0.393200662119648	0.184	0.003	7.47110861913053e-19	23	PAX2A-like
1.48325652278993e-22	0.499647522573055	0.375	0.085	3.6376866221423e-18	23	EIF3M-like
2.55652614249073e-19	0.313874659769425	0.346	0.085	6.2698803644585e-15	23	Nvcreb-like2
8.02506289024178e-19	0.342752333045974	0.162	0.008	1.9681466738318e-14	23	NvDMRT-H
1.46131762818412e-17	0.344869048654575	0.135	0.002	3.58388148312155e-13	23	NvSox2
1.60332605767077e-17	0.290153367686207	0.251	0.05	3.93215715643757e-13	23	LA-like
1.16038463801859e-16	0.262440403072463	0.257	0.056	2.84584332474059e-12	23	PSMD3-like
4.76621243166809e-14	0.300982560418027	0.327	0.11	1.1689135988666e-09	23	PA2G4-like
5.02319972366646e-14	0.476942183466115	0.207	0.035	1.2319397322292e-09	23	NvMyc3
2.51775894510579e-06	0.279264806746997	0.238	0.114	0.0617480381287195	23	ATF2-like1
5.85350815352586e-57	1.36638181910329	0.462	0.012	1.43557287465222e-52	24	NvKlf-spotty
1.16048766934758e-32	0.842826540093957	0.273	0.003	2.84609600907495e-28	24	PAX2A-like
6.60451707855049e-32	0.7512030707735	0.297	0.008	1.61975781351451e-27	24	Nvalr-like
7.84845923302284e-28	0.677954183529119	0.229	0.008	1.92483462689885e-23	24	CR3L1-like
1.53576654363475e-24	0.517263508621064	0.249	0.013	3.76646744826423e-20	24	FUT11-like
3.71277445359066e-24	0.456222838396727	0.201	0.003	9.10557934743108e-20	24	NvSox2
8.4373901732257e-24	0.519036811761812	0.197	0.003	2.0692699399836e-19	24	2JUN-like
2.92041140098873e-23	0.522510465663961	0.225	0.012	7.16230896092487e-19	24	NvPrdm6-like
3.82407645142021e-22	0.986126044118836	0.177	0.002	9.37854749710807e-18	24	JUN-like
4.54868474983703e-20	0.645499809301755	0.181	0.006	1.11556493489753e-15	24	COT2-like2
4.03693399976961e-14	0.262595108375424	0.124	0.003	9.90058063443497e-10	24	NVE8947
6.23144445449348e-14	0.774856190759559	0.353	0.114	1.52826175246453e-09	24	ATF2-like1
1.52612207853405e-12	0.33325676099699	0.233	0.051	3.74281439760475e-08	24	ID4-like2
2.82589766358565e-11	0.263605323712177	0.193	0.047	6.93051401994382e-07	24	MAD1-like
6.20418049980455e-11	0.396714649066048	0.542	0.274	1.52157526757707e-06	24	XBP1-like
4.1004551641136e-08	0.307185143920462	0.289	0.087	0.00100563662899886	24	Nvcreb-like2
