Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Bubble1	Bubble2	Bubble3	WT4d_1	WT4d_2	WT4d_3	TF	deM_TF	BLAST.Hit	Trinotate.Descr	Emapper.Annotation
NV2.2751	101.734871035743	3.50363709198479	0.346423546094176	7.22709850474242	4.93422216096797e-13	7.13786235761941e-12	96.5939938176118	64.9330463048032	75.1369725014384	5.52710924684004	4.11062654300421	4.86546470522565	*	HMG_box,YABBY	HMGBb [Litopenaeus vannamei]	High mobility group protein DSP1;	NA
NV2.2779	157.782886608121	4.57136279353671	0.234338357967823	15.2401972280914	1.9129205352582e-52	1.1208129668714e-50	430.957818570884	554.882395695591	457.08324938375	19.5961146024329	13.5063443555853	8.34079663752968	NA	CP2	TIMP2 [Branchiostoma floridae]	Tissue inhibitor of metalloproteases;	TIMP metallopeptidase inhibitor 4
NV2.2916	894.320766038263	-1.70746114150696	0.200798427210919	-3.52324045229618	0.000426304409518936	0.00261136174640056	396.283051559433	367.953929060552	493.086382040689	1574.72367087243	1593.16140159578	1734.88570060617	*	Homeobox,Homeobox_KN	Pax-B [Anthopleura japonica]	Paired box protein Pax-6;	Paired box
NV2.3378	1229.3746258056	-2.18052600194277	0.127567951174734	-9.25409549241534	2.16051866281646e-20	4.79136748022588e-19	398.75982063168	375.824601339922	424.210823914371	1694.81268087195	1653.64633501427	1673.02479221116	*	Homeobox,Homeobox_KN	paired-like homeodomain 2 [Xenopus laevis]	Pituitary homeobox 2;	paired-like homeodomain
NV2.3427	214.867538640587	8.27605063216851	0.431631446437736	16.8570911415698	9.30576057213139e-64	6.87654038695858e-62	824.76410105807	960.222018083151	934.51609548664	0.502464476985458	1.76169708985895	1.39013277292161	NA	AP2	proteophosphoglycan ppg4 [Leishmania infantum JPCM5]	Uncharacterized protein At5g39570;	NA
NV2.3592	103.376182302016	-4.67398153998184	0.496366275014619	-7.40175496385938	1.34396330627209e-13	2.02710200437262e-12	17.3373835057252	3.93533613968505	4.6960607813399	228.621337028384	229.020621681663	196.703787368408	*	Homeobox,Homeobox_KN	uncharacterized protein LOC445169 [Danio rerio]	Diencephalon/mesencephalon homeobox protein 1-B;	diencephalon mesencephalon homeobox 1
NV2.3594	138.815182402479	-2.37910508807969	0.250320083623057	-5.50936652033244	3.60127355081714e-08	3.56241865136777e-07	64.3959958784079	37.3856933270079	56.3527293760788	243.192806860962	235.480177677813	180.022194093349	*	Homeobox,Homeobox_KN	Pax-C [Anthopleura japonica]	Paired box protein Pax-6;	'Paired box' domain
NV2.3738	43.6665991023587	-5.48727002413105	1.19335847883117	-3.76020290946112	0.000169775592958403	0.00109733545788127	2.47676907224646	0	1.56535359377997	156.768916819463	138.586837735571	168.206065523515	*	HMG_box	transcription factor Sox-14 [Xenopus laevis]	Transcription factor Sox-14 {ECO:0000250|UniProtKB:Q9W7R6};	SRY (sex determining region Y)-box 14
NV2.4384	508.871457431035	-2.06997422486884	0.12752509284342	-8.39030343763478	4.84889012232231e-17	9.05919056438407e-16	227.862754646674	188.896134704882	154.970005784217	658.730929327936	655.351317427529	670.043996548218	*	NA	NA	Zinc finger CCCH domain-containing protein 18;	zinc finger CCCH-type containing 18
NV2.4965	3328.33857934312	1.99185797206306	0.0830608130261141	11.9413467786696	7.20470611922856e-33	2.61801834835234e-31	3943.01636301636	3917.62712705646	3888.33832694944	955.687435226342	899.639980554636	949.460683905462	*	Homeobox,Homeobox_KN	iroquois A isoform 2 [Branchiostoma lanceolatum]	Iroquois-class homeodomain protein IRX-4;	Iroquois homeobox
NV2.5228	224.194697370433	2.10055513994501	0.351918433417874	3.12730177062988	0.00176418743977024	0.00972119311552864	403.713358776173	385.662941689134	367.858094538292	116.571758660626	131.540049376135	113.990887379572	*	bZIP_1,bZIP_Maf	SMaf2 [Danio rerio]	Transcription factor MafG;	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
NV2.5529	640.213618805247	1.91803843136992	0.16746065821417	5.48211407479249	4.2027307989664e-08	4.13878074304976e-07	1342.40883715758	1190.43918225473	1142.70812345937	367.30153267637	334.135214709914	384.371711712826	*	NA	novel zinc finger protein [Xenopus (Silurana) tropicalis]	Zinc finger protein 395;	Inherit from NOG: SLC2A4 regulator
NV2.5550	2267.20669648862	-1.56559893475369	0.0740667682500776	-7.63633878076081	2.23485792684437e-14	3.53225270416807e-13	1149.22084952236	1048.76708122606	1081.65933330196	3120.80686655668	3058.89338035842	3104.16648193396	*	zf-C2H2	NocA-like transcription factor [Saccoglossus kowalevskii]	Zinc finger protein Noc;	Inherit from euNOG: Zinc finger protein
NV2.5567	163.651490474062	-1.584195650948	0.181004405214204	-3.22752172941121	0.00124867556804097	0.00705729764540051	84.2101484563796	74.7713866540159	87.6598012516781	226.109014643456	191.437750431339	239.102836942517	*	NA	NA	Uncharacterized protein PFB0460c;	NA
NV2.5965	1267.38884920935	2.01342393831893	0.152665192953883	6.63821214718581	3.1751066819397e-11	4.09640473805432e-10	1466.2472907699	1495.42773308032	1617.0102623747	463.774712257578	486.815629164356	502.532997411163	*	NA	probable ribonuclease ZC3H12D [Homo sapiens]	Probable ribonuclease ZC3H12D;	zinc finger CCCH-type containing
NV2.6228	609.643334833214	-1.64705307556293	0.132003776936561	-4.90177698380473	9.49736197970656e-07	8.19545780593066e-06	274.921367019357	293.182542406536	267.675464536374	985.835303845469	1038.22681829021	968.922542726365	NA	zf-C2H2	NA	Zinc finger C2HC domain-containing protein 1A;	zinc finger, C2HC-type containing 1A
NV2.6330	211.548728938619	4.87836934604939	0.33353876585483	11.6279417659578	2.9717670783793e-31	1.01821583425992e-29	346.747670114504	369.921597130394	284.894354067954	5.02464476985458	2.34892945314526	0	*	IRF	interferon regulatory factor 1 [Oryctolagus cuniculus]	Interferon regulatory factor 2;	interferon regulatory factor 2
NV2.6610	129.927894994528	-1.67718475709242	0.196175535136578	-3.45193276328245	0.000556586403585103	0.00333816993840078	49.5353814449292	43.2886975365355	86.0944476578981	223.094227781544	203.182397697065	201.569252073634	*	HLH	atonal-like protein 8 [Crassostrea gigas]	Protein atonal homolog 8 {ECO:0000312|MGI:MGI:1918343};	atonal homolog 8 (Drosophila)
NV2.6628	10070.3877190441	2.31455720339731	0.158168031844303	8.31114345970573	9.47842530183529e-17	1.7510329727383e-15	16019.7423592901	15650.8318275274	15625.3595731116	3164.01881157743	3154.61225557409	2842.12645423824	NA	bZIP_1	elongation factor 1 delta [Danaus plexippus]	Elongation factor 1-delta;	Eukaryotic translation elongation factor 1 delta (Guanine nucleotide exchange protein)
NV2.6786	573.83477897714	-3.13727610189629	0.192872583364544	-11.0812851915644	1.54636756268577e-28	4.85329052479066e-27	143.652606190295	96.4157354222836	128.358994689957	1201.89502894922	1195.01785928765	1270.58135445035	*	NA	transcription factor Pax-A [Acropora millepora]	Paired box protein Pax-2a;	Paired box
NV2.7464	891.010171021333	-1.36595277511688	0.0874776719306805	-4.18338493743713	2.87200481439038e-05	0.000207127397466086	497.830583521538	535.205714997166	515.001332353609	1258.67351484857	1346.52380901552	1314.37053679739	*	zf-C2H2	NA	Zinc finger protein with KRAB and SCAN domains 8;	NA
NV2.8021	201.19525761835	-10.6794673611175	1.19548783462931	-8.09666738609586	5.6485237524872e-16	9.89941277825278e-15	0	0	0	400.46418815741	433.964716468588	374.640782302375	*	Homeobox,Homeobox_KN	Homeobox domain containing protein [Haemonchus contortus]	Intestine-specific homeobox;	NA
NV2.8957	732.713807826344	-2.21424316309717	0.161267945133255	-7.52935223484026	5.09926553804418e-14	7.90186656615234e-13	267.491059802617	210.54048347315	230.106978285655	930.564211377069	925.478204539234	1122.5322141342	NA	YL1 nuclear protein	WD repeat domain 11 protein [Mus musculus]	Bromodomain and WD repeat-containing protein 1;	pleckstrin homology domain interacting protein
NV2.9025	1150.80627886723	1.51439684259433	0.0777121210258184	6.61926139454401	3.60998018136066e-11	4.63631955328577e-10	1572.7483608765	1422.62401449614	1627.96773753116	575.824290625335	596.628081098897	574.819901603087	*	Fork_head	forkhead box O3 [Saccoglossus kowalevskii]	Forkhead box protein O {ECO:0000250|UniProtKB:Q95V55};	forkhead box
NV2.9723	181.427266282465	-3.91687024374614	0.360837369702264	-8.08361463823142	6.28747968931788e-16	1.0941761666718e-14	39.6283051559433	17.7090126285827	26.6110110942594	437.144094977349	426.917928109152	402.443437760807	*	Homeobox,Homeobox_KN	Barhl1.2 protein [Danio rerio]	BarH-like 1 homeobox protein;	NA
NV2.9855	10614.0669112224	3.59534038112398	0.144395955753213	17.9737747334119	3.12695812289349e-72	2.6239948587196e-70	22798.6593100286	23592.3401574118	23547.614111232	1594.31978547486	1564.38701579475	1573.63029894727	NA	zf-BED	Proactivator polypeptide [Crassostrea gigas]	Prosaposin;	Prosaposin
NV2.9896	154.081756735306	3.78215194093089	0.322687053245376	8.62182697740681	6.58942190251948e-18	1.29847672992533e-16	113.931377323337	114.124748050866	151.839298596657	2.51232238492729	0.587232363286316	0.695066386460807	*	HMG_box	NA	Transcription factor SOX-18;	SRY (sex determining region Y)-box 17
